,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
2,"9,300",,1997,2014,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,3,26,46720-3,84.93,,535-5,46720,7,,
0,"6,700",,1996,2014,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),4,17,46720-7,59.46,,788-6,46720,2,,
1,"13,000",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,4,17,46720-6,79.1485,,535-1,46720,7,,
2,"3,600",,1998,2014,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,4,16,46720-8,41.265,,101-1,46720,7,,
0,"7,600",,1997,2014,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,5,12,46720-3,59.91,,535-5,46720,11,,
1,"11,700",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,5,23,46720-6,79.1485,,535-1,46720,11,,
2,"14,500",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,5,27,46720-6,79.1485,,535-1,46720,13,,
3,"15,000",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,5,30,46720-21,84.7143,,533-21,46720,1,,
4,"3,500",,1998,2014,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,5,16,46720-8,41.265,,101-1,46720,3,,
0,"3,000",,1985,2014,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,6,23,46720-2,58.4,,721-1,46720,3,,
1,"13,300",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,6,18,46720-21,59.6581,,533-21,46720,7,,
2,"7,800",,1997,2014,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,6,20,46720-3,59.91,,535-5,46720,11,,
3,"6,000",,1992,2014,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,6,5,46720-5,59.4,,204-2,46720,5,,
0,"16,600",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,7,4,46720-21,84.7143,,533-21,46720,5,,
1,"6,500",,1997,2014,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,7,21,46720-3,59.91,,535-5,46720,10,,
2,"3,800",,1998,2014,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,7,10,46720-8,41.265,,101-1,46720,6,,
0,"4,050",,1985,2014,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,8,11,46720-2,58.8,,721-1,46720,3,,
1,"13,100",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,22,46720-6,79.1485,,535-1,46720,4,,
2,"11,300",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,8,25,46720-21,59.6581,,533-21,46720,1,,
3,"9,000",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,29,46720-6,57.817,,535-1,46720,10,,
0,"6,800",,1997,2014,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,9,15,46720-3,59.91,,535-5,46720,7,,
1,"16,100",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,9,25,46720-21,84.7143,,533-21,46720,10,,
0,"9,900",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,17,46720-6,57.817,,535-1,46720,9,,
1,"3,650",,1998,2014,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,10,7,46720-8,41.265,,101-1,46720,1,,
0,"5,350",,1996,2014,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),11,3,46720-7,59.46,,788-6,46720,1,,
1,"17,300",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,11,5,46720-21,84.7143,,533-21,46720,8,,
2,"17,300",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,11,7,46720-21,84.7143,,533-21,46720,4,,
3,"13,500",,2010,2014,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,11,17,46720-21,59.6581,,533-21,46720,7,,
0,"12,000",,2004,2014,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,12,1,46720-6,79.1485,,535-1,46720,14,,
0,"8,000",,1997,2015,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,1,13,46720-3,59.91,,535-5,46720,7,,
1,"3,500",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,1,20,46720-8,41.265,,101-1,46720,9,,
0,"8,500",,1997,2015,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,2,16,46720-3,59.91,,535-5,46720,5,,
1,"4,000",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,2,4,46720-8,41.265,,101-1,46720,8,,
0,"6,500",,1997,2015,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,3,19,46720-3,59.91,,535-5,46720,2,,
1,"4,900",,1992,2015,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,3,3,46720-5,59.4,,204-2,46720,1,,
2,"6,000",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,3,46720-8,59.4,,101-1,46720,4,,
3,"4,300",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,10,46720-8,41.265,,101-1,46720,4,,
4,"6,800",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,13,46720-8,59.4,,101-1,46720,10,,
5,"6,400",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,31,46720-8,59.4,,101-1,46720,1,,
0,"6,100",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,4,26,46720-8,59.4,,101-1,46720,7,,
1,"6,500",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,4,29,46720-8,59.4,,101-1,46720,13,,
0,"9,825",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,5,18,46720-6,57.817,,535-1,46720,5,,
0,"8,700",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,6,1,46720-6,57.817,,535-1,46720,4,,
1,"5,500",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,6,4,46720-6,57.817,,535-1,46720,1,,
2,"3,970",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,6,4,46720-8,41.265,,101-1,46720,12,,
0,"14,100",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,13,46720-6,79.1485,,535-1,46720,6,,
1,"9,201",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,31,46720-6,57.817,,535-1,46720,10,,
2,"10,000",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,31,46720-6,57.817,,535-1,46720,12,,
3,"6,600",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,8,12,46720-8,59.4,,101-1,46720,15,,
4,"3,700",,1998,2015,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,8,13,46720-8,41.265,,101-1,46720,3,,
0,"6,500",,1996,2015,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),9,4,46720-7,59.46,,788-6,46720,3,,
1,"7,850",,1996,2015,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),9,22,46720-7,59.46,,788-6,46720,5,,
2,"8,100",,1996,2015,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),9,25,46720-7,59.46,,788-6,46720,5,,
0,"4,700",,1985,2015,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,10,2,46720-2,58.8,,721-1,46720,1,,
1,"17,500",,2010,2015,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,10,20,46720-21,84.7143,,533-21,46720,6,,
2,"10,150",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,22,46720-6,57.817,,535-1,46720,9,,
3,"14,000",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,26,46720-6,79.1485,,535-1,46720,11,,
4,"5,750",,1992,2015,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,10,5,46720-5,59.4,,204-2,46720,4,,
0,"14,000",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,11,12,46720-6,79.1485,,535-1,46720,1,,
1,"4,550",,1997,2015,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,11,20,46720-3,59.91,,535-5,46720,4,,
0,"3,600",,1985,2015,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,12,17,46720-2,58.8,,721-1,46720,1,,
1,"4,000",,1985,2015,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,12,28,46720-2,58.8,,721-1,46720,2,,
2,"10,700",,2004,2015,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,12,1,46720-6,57.817,,535-1,46720,7,,
3,"18,600",,2010,2015,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,12,17,46720-21,84.7143,,533-21,46720,8,,
0,"7,500",,1992,2016,ÇÐÁ¤3±æ,00018,00000,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0664,0001,46720,25022,1,¼­ÀÏ2,1,11,46720-4,59.91,,664-1,46720,4,,
1,"10,300",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,1,15,46720-6,57.817,,535-1,46720,10,,
2,"5,050",,1992,2016,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,1,11,46720-5,59.4,,204-2,46720,1,,
3,"6,600",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,1,22,46720-8,59.4,,101-1,46720,12,,
0,"13,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,3,11,46720-6,79.1485,,535-1,46720,14,,
1,"12,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,3,23,46720-6,79.1485,,535-1,46720,9,,
2,"15,400",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,3,24,46720-6,79.1485,,535-1,46720,10,,
3,"15,500",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,3,28,46720-6,79.1485,,535-1,46720,10,,
4,"5,500",,1997,2016,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,3,31,46720-3,59.91,,535-5,46720,10,,
5,"3,500",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,10,46720-8,41.265,,101-1,46720,4,,
0,"7,800",,1996,2016,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),4,25,46720-7,59.46,,788-6,46720,2,,
1,"19,500",,2010,2016,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,4,14,46720-21,84.7143,,533-21,46720,2,,
2,"8,500",,1997,2016,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,4,20,46720-3,59.91,,535-5,46720,12,,
3,"6,200",,1992,2016,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,4,29,46720-5,59.4,,204-2,46720,4,,
0,"15,400",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,5,26,46720-6,79.1485,,535-1,46720,5,,
1,"6,400",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,5,9,46720-8,59.4,,101-1,46720,6,,
0,"8,350",,1997,2016,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,7,4,46720-3,59.91,,535-5,46720,6,,
1,"3,250",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,7,14,46720-8,41.265,,101-1,46720,1,,
0,"7,200",,1996,2016,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),8,3,46720-7,59.46,,788-6,46720,4,,
1,"15,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,8,13,46720-6,79.1485,,535-1,46720,10,,
0,"6,120",,1992,2016,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,9,21,46720-5,59.4,,204-2,46720,1,,
1,"6,800",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,9,28,46720-8,59.4,,101-1,46720,11,,
0,"4,300",,1991,2016,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,10,14,46720-1,79.01,,792-2,46720,1,,
1,"9,500",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,21,46720-6,57.817,,535-1,46720,4,,
2,"13,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,22,46720-6,79.1485,,535-1,46720,5,,
3,"8,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,10,28,46720-6,79.1485,,535-1,46720,2,,
0,"10,000",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,11,3,46720-6,57.817,,535-1,46720,2,,
1,"7,650",,1997,2016,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,11,7,46720-3,59.91,,535-5,46720,10,,
2,"10,900",,2004,2016,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,11,10,46720-6,57.817,,535-1,46720,7,,
3,"20,500",,2010,2016,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,11,24,46720-21,84.7143,,533-21,46720,9,,
4,"6,300",,1998,2016,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,11,7,46720-8,59.4,,101-1,46720,1,,
