,°Å·¡±Ý¾×,°Å·¡À¯Çü,°ÇÃà³âµµ,³â,µµ·Î¸í,µµ·Î¸í°Ç¹°º»¹øÈ£ÄÚµå,µµ·Î¸í°Ç¹°ºÎ¹øÈ£ÄÚµå,µµ·Î¸í½Ã±º±¸ÄÚµå,µµ·Î¸íÀÏ·Ã¹øÈ£ÄÚµå,µµ·Î¸íÁö»óÁöÇÏÄÚµå,µµ·Î¸íÄÚµå,¹ýÁ¤µ¿,¹ýÁ¤µ¿º»¹øÄÚµå,¹ýÁ¤µ¿ºÎ¹øÄÚµå,¹ýÁ¤µ¿½Ã±º±¸ÄÚµå,¹ýÁ¤µ¿À¾¸éµ¿ÄÚµå,¹ýÁ¤µ¿Áö¹øÄÚµå,¾ÆÆÄÆ®,¿ù,ÀÏ,ÀÏ·Ã¹øÈ£,Àü¿ë¸éÀû,Áß°³»ç¼ÒÀçÁö,Áö¹ø,Áö¿ªÄÚµå,Ãþ,ÇØÁ¦»çÀ¯¹ß»ýÀÏ,ÇØÁ¦¿©ºÎ
0,"8,000",,1997,2016,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,12,9,46720-3,59.91,,535-5,46720,11,,
1,"20,500",,2010,2016,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,12,12,46720-21,84.7143,,533-21,46720,6,,
2,"18,000",,2010,2016,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,12,26,46720-21,84.7143,,533-21,46720,7,,
0,"7,500",,1991,2017,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,1,2,46720-1,79.01,,792-2,46720,4,,
1,"4,500",,1985,2017,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,1,16,46720-2,58.8,,721-1,46720,1,,
2,"6,500",,1996,2017,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),1,25,46720-7,59.46,,788-6,46720,6,,
3,"8,450",,1997,2017,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,1,26,46720-3,59.91,,535-5,46720,7,,
0,"15,900",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,2,22,46720-21,59.6581,,533-21,46720,4,,
0,"7,000",,1991,2017,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,3,15,46720-1,73.73,,792-2,46720,3,,
1,"6,750",,1996,2017,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),3,20,46720-7,59.46,,788-6,46720,1,,
2,"7,350",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,23,46720-8,59.4,,101-1,46720,10,,
0,"21,000",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,4,4,46720-21,84.7143,,533-21,46720,3,,
1,"16,500",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,4,12,46720-6,79.1485,,535-1,46720,3,,
2,"7,800",,1992,2017,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,4,3,46720-5,84.51,,204-2,46720,6,,
3,"6,050",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,4,8,46720-8,59.4,,101-1,46720,1,,
0,"7,400",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,5,4,46720-8,59.4,,101-1,46720,13,,
0,"11,400",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,6,8,46720-6,57.817,,535-1,46720,4,,
1,"9,200",,1997,2017,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,6,13,46720-3,59.91,,535-5,46720,6,,
2,"18,200",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,6,19,46720-21,84.7143,,533-21,46720,4,,
0,"9,600",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,7,22,46720-6,57.817,,535-1,46720,2,,
0,"8,400",,1997,2017,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,8,5,46720-3,59.91,,535-5,46720,4,,
1,"6,500",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,8,23,46720-8,59.4,,101-1,46720,1,,
2,"3,900",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,8,27,46720-8,41.265,,101-1,46720,3,,
0,"6,000",,1985,2017,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,9,6,46720-2,58.8,,721-1,46720,2,,
1,"4,500",,1985,2017,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,9,13,46720-2,58.8,,721-1,46720,2,,
2,"7,500",,1991,2017,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,9,20,46720-1,79.01,,792-2,46720,5,,
3,"19,000",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,9,6,46720-21,84.7143,,533-21,46720,11,,
4,"16,800",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,9,11,46720-6,79.1485,,535-1,46720,7,,
5,"15,000",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,9,13,46720-6,79.1485,,535-1,46720,10,,
6,"17,000",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,9,13,46720-6,79.1485,,535-1,46720,7,,
7,"5,500",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,9,30,46720-8,41.265,,101-1,46720,3,,
0,"8,820",,1997,2017,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,10,12,46720-3,59.91,,535-5,46720,11,,
0,"19,000",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,11,21,46720-21,84.7143,,533-21,46720,3,,
0,"15,000",,2004,2017,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,12,1,46720-6,79.1485,,535-1,46720,1,,
1,"14,500",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,12,1,46720-21,59.6581,,533-21,46720,5,,
2,"24,000",,2010,2017,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,12,8,46720-21,84.7143,,533-21,46720,10,,
3,"7,100",,1998,2017,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,12,3,46720-8,59.4,,101-1,46720,7,,
0,"7,000",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),1,12,46720-7,59.46,,788-6,46720,3,,
1,"9,500",,1992,2018,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,1,22,46720-5,84.51,,204-2,46720,5,,
0,"25,500",,2018,2018,ÇÐ±³·Î,00087,00000,46720,00,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,2,6,46720-39,82.6615,,724-1,46720,2,,
1,"13,700",,1997,2018,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,2,8,46720-3,84.93,,535-5,46720,11,,
0,"7,700",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),3,12,46720-7,59.46,,788-6,46720,5,,
1,"4,700",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,3,16,46720-2,58.8,,721-1,46720,4,,
2,"4,500",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,3,17,46720-2,58.4,,721-1,46720,3,,
3,"5,000",,1991,2018,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,3,21,46720-1,73.73,,792-2,46720,5,,
4,"21,700",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,3,29,46720-39,82.6615,,724-1,46720,2,,
5,"18,000",,2010,2018,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,3,2,46720-21,84.7143,,533-21,46720,1,,
6,"18,300",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,3,12,46720-6,79.1485,,535-1,46720,11,,
7,"6,200",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,8,46720-8,59.4,,101-1,46720,4,,
8,"4,070",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,3,26,46720-8,41.265,,101-1,46720,12,,
0,"20,400",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,4,20,46720-39,66.2665,,724-1,46720,9,,
1,"18,000",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,4,20,46720-39,75.1291,,724-1,46720,9,,
2,"5,000",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,4,27,46720-8,41.265,,101-1,46720,9,,
0,"20,300",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,5,21,46720-39,82.1783,,724-1,46720,4,,
1,"8,000",,1991,2018,À¾³»2±æ,00006,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0792,0002,46720,25021,1,¼­ÀÏ1,5,29,46720-1,73.73,,792-2,46720,4,,
2,"17,000",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,5,8,46720-6,79.1485,,535-1,46720,1,,
3,"14,200",,2010,2018,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,5,30,46720-21,59.6581,,533-21,46720,7,,
4,"7,400",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,5,3,46720-8,59.4,,101-1,46720,11,,
0,"4,000",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,6,19,46720-2,58.8,,721-1,46720,1,,
1,"7,700",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),6,27,46720-7,59.46,,788-6,46720,3,,
2,"18,500",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,6,7,46720-6,79.1485,,535-1,46720,12,,
3,"4,900",,1992,2018,ÇÐÁ¤3±æ,00018,00000,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0664,0001,46720,25022,1,¼­ÀÏ2,6,27,46720-4,59.91,,664-1,46720,1,,
0,"20,400",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,7,11,46720-39,82.6615,,724-1,46720,5,,
1,"10,500",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,7,24,46720-6,57.817,,535-1,46720,9,,
2,"8,700",,1992,2018,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,7,31,46720-5,84.51,,204-2,46720,2,,
0,"3,500",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,8,16,46720-2,58.8,,721-1,46720,5,,
1,"14,900",,2010,2018,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,8,17,46720-21,59.6581,,533-21,46720,11,,
2,"8,900",,1997,2018,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,8,20,46720-3,59.91,,535-5,46720,9,,
0,"17,600",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,9,18,46720-39,77.6914,,724-1,46720,7,,
1,"13,200",,1997,2018,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,9,27,46720-3,84.93,,535-5,46720,7,,
2,"4,000",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,9,19,46720-8,41.265,,101-1,46720,4,,
0,"6,500",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),10,1,46720-7,59.46,,788-6,46720,1,,
1,"3,450",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,10,10,46720-2,58.4,,721-1,46720,3,,
2,"6,600",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),10,17,46720-7,59.46,,788-6,46720,6,,
3,"2,900",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,10,30,46720-2,58.8,,721-1,46720,5,,
4,"8,500",,1997,2018,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,10,10,46720-3,59.91,,535-5,46720,12,,
5,"20,000",,2010,2018,ÇÐÁ¤3±æ,00020,00002,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0533,0021,46720,25022,1,°î¼º±âÂ÷¸¶À»¾Æ¶ß¸®¿ò,10,25,46720-21,84.7143,,533-21,46720,2,,
6,"7,450",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,10,11,46720-8,59.4,,101-1,46720,1,,
7,"7,500",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,10,26,46720-8,59.4,,101-1,46720,6,,
0,"2,700",,1985,2018,ÇÐ±³·Î,00093,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0721,0001,46720,25021,1,¼ÛÁ¦,11,13,46720-2,58.8,,721-1,46720,5,,
1,"6,000",,1992,2018,ÇÐÁ¤3±æ,00018,00000,46720,01,0,4661337,°î¼ºÀ¾ ÇÐÁ¤¸®,0664,0001,46720,25022,1,¼­ÀÏ2,11,12,46720-4,59.91,,664-1,46720,3,,
2,"11,300",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,11,12,46720-6,57.817,,535-1,46720,10,,
3,"18,500",,2004,2018,»ïÀÎµ¿±æ,00021,00000,46720,01,0,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0001,46720,25022,1,ÇÑ¾çÆÄÅ©ºô,11,23,46720-6,79.1485,,535-1,46720,14,,
4,"7,200",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,11,5,46720-8,59.4,,101-1,46720,6,,
0,"7,200",,1996,2018,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),12,3,46720-7,59.46,,788-6,46720,2,,
1,"24,319",,2018,2018,Áß¾Ó·Î,00132,00000,46720,01,0,3287033,°î¼ºÀ¾ À¾³»¸®,0349,0004,46720,25021,1,Ã»¾Ï¼¾Æ®·²ºô,12,7,46720-40,83.912,,349-4,46720,6,,
2,"25,985",,2018,2018,Áß¾Ó·Î,00132,00000,46720,01,0,3287033,°î¼ºÀ¾ À¾³»¸®,0349,0004,46720,25021,1,Ã»¾Ï¼¾Æ®·²ºô,12,7,46720-40,83.912,,349-4,46720,12,,
3,"24,319",,2018,2018,Áß¾Ó·Î,00132,00000,46720,01,0,3287033,°î¼ºÀ¾ À¾³»¸®,0349,0004,46720,25021,1,Ã»¾Ï¼¾Æ®·²ºô,12,10,46720-40,83.912,,349-4,46720,6,,
4,"25,985",,2018,2018,Áß¾Ó·Î,00132,00000,46720,01,0,3287033,°î¼ºÀ¾ À¾³»¸®,0349,0004,46720,25021,1,Ã»¾Ï¼¾Æ®·²ºô,12,10,46720-40,83.912,,349-4,46720,12,,
5,"20,700",,2018,2018,ÇÐ±³·Î,00087,00000,46720,01,0,3287025,°î¼ºÀ¾ À¾³»¸®,0724,0001,46720,25021,1,ÇØµç¼¾Æ®·²,12,21,46720-39,77.6914,,724-1,46720,2,,
6,"6,000",,1998,2018,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,12,12,46720-8,59.4,,101-1,46720,6,,
0,"7,600",,1996,2019,À¾³»2±æ,00013,00000,46720,01,0,4661270,°î¼ºÀ¾ À¾³»¸®,0788,0006,46720,25021,1,°í¿î(788-6),1,17,46720-7,59.46,,788-6,46720,4,,
1,"9,600",,1997,2019,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,1,18,46720-3,59.91,,535-5,46720,5,,
2,"7,000",,1998,2019,Á×¸²2±æ,00045,00000,46720,01,0,4661302,¿Á°ú¸é Á×¸²¸®,0101,0001,46720,37022,1,¼º¾Ï¸Ç¼Ç,1,7,46720-8,59.4,,101-1,46720,1,,
3,"6,600",,1992,2019,Á×¸²5±æ,00003,00000,46720,01,0,4661303,¿Á°ú¸é Á×¸²¸®,0204,0002,46720,37022,1,°í¿îÆÄÅ©¸Ç¼Ç,1,30,46720-5,59.4,,204-2,46720,2,,
0,"7,000",,1997,2019,»ïÀÎµ¿±æ,00013,00000,46720,01,,4661140,°î¼ºÀ¾ ÇÐÁ¤¸®,0535,0005,46720,25022,1,µµ¸²,2,11,46720-3,59.91,,535-5,46720,9,,
