,거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,도로명지상지하코드
0,"8,100",,1991,2020,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,10,5,46860-1,71.54,,306,46860,4,,,
1,"18,900",,2014,2020,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,10,5,46860-26,68.3386,,863,46860,1,,,0
2,"9,400",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,10,19,46860-4,51.49,,855,46860,11,,,
3,"8,500",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,10,20,46860-4,51.49,,855,46860,3,,,
4,"6,500",,1993,2020,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,28,46860-2,59.4,,936-4,46860,7,,,0
0,"10,000",,1991,2020,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,11,2,46860-1,84.5,,306,46860,5,,,
1,"8,800",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,19,46860-4,51.49,,855,46860,13,,,
2,"15,500",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,26,46860-4,59.64,,855,46860,10,,,
3,"11,500",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,30,46860-4,51.95,,855,46860,11,,,
4,"16,500",,2015,2020,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,11,17,46860-28,79.15,,936-12,46860,4,,,0
0,"9,500",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,4,46860-4,51.95,,855,46860,13,,,
1,"21,600",,2012,2020,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,12,17,46860-22,84.9561,,862,46860,7,,,0
2,"10,300",,2002,2020,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,12,21,46860-4,51.49,,855,46860,10,,,
3,"19,200",,2014,2020,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,29,46860-26,70.1879,,863,46860,2,,,0
4,"8,700",,1993,2020,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,12,8,46860-2,84.3,,936-4,46860,10,,,0
5,"6,000",,1993,2020,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,12,8,46860-2,59.96,,936-4,46860,8,,,0
0,"10,700",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,1,29,46860-1,84.5,,306,46860,5,,,
0,"18,800",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,2,2,46860-26,65.0039,,863,46860,10,,,0
0,"8,200",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,5,46860-1,71.54,,306,46860,2,,,
1,"8,000",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,9,46860-1,63.62,,306,46860,8,,,
2,"12,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,10,46860-4,51.95,,855,46860,2,,,
3,"12,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,16,46860-4,51.49,,855,46860,11,,,
4,"16,400",,2015,2021,해삼로,00306,00000,46860,01,3297021,해보면 용산리,0936,0012,46860,37023,1,문장리버빌,3,1,46860-28,79.15,,936-12,46860,3,,,0
5,"18,800",,2020,2021,문화로,00578,00000,46860,03,3297015,월야면 월야리,1494,0000,46860,38025,1,세정푸르밸리,3,20,46860-39,59.986,,1494,46860,7,,,0
0,"10,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,11,46860-4,51.49,,855,46860,6,,,
0,"18,000",,2012,2021,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,5,3,46860-22,84.9561,,862,46860,1,,,0
1,"9,400",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,6,46860-4,51.95,,855,46860,9,,,
2,"9,900",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,20,46860-4,51.49,,855,46860,8,,,
3,"8,200",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,5,25,46860-1,63.62,,306,46860,2,,,
4,"15,677",,2020,2021,밀재로,01532,00000,46860,02,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,5,3,46860-37,55.1972,,1193,46860,9,,,0
5,"16,784",,2020,2021,밀재로,01532,00000,46860,02,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,5,17,46860-37,59.2113,,1193,46860,11,,,0
0,"18,500",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,6,2,46860-26,65.0039,,863,46860,14,,,0
1,"15,000",,2006,2021,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,3,46860-16,70.7832,,305,46860,11,,,0
2,"7,700",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,6,7,46860-1,63.62,,306,46860,10,,,
3,"21,760",,2012,2021,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,6,7,46860-22,84.9561,,862,46860,9,,,0
4,"17,000",,2006,2021,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,7,46860-16,70.7832,,305,46860,10,,,0
5,"22,000",,2012,2021,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,6,10,46860-22,84.9561,,862,46860,6,,,0
6,"14,900",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,14,46860-4,59.64,,855,46860,7,,,
7,"15,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,14,46860-4,59.64,,855,46860,10,,,
8,"11,400",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,21,46860-4,51.95,,855,46860,8,,,
9,"8,000",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,6,25,46860-1,71.54,,306,46860,3,,,
10,"16,948",,2020,2021,밀재로,01532,00000,46860,02,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,6,3,46860-37,59.9105,,1193,46860,7,,,0
0,"10,900",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,1,46860-4,51.95,,855,46860,7,,,
1,"10,500",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,7,5,46860-1,84.5,,306,46860,2,,,
2,"17,500",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,6,46860-26,65.0039,,863,46860,7,,,0
3,"17,000",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,15,46860-26,65.0039,,863,46860,8,,,0
4,"17,700",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,7,15,46860-26,68.3386,,863,46860,14,,,0
5,"9,700",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,20,46860-4,51.95,,855,46860,9,,,
6,"11,300",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,24,46860-4,51.95,,855,46860,13,,,
0,"9,700",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,8,13,46860-1,71.54,,306,46860,4,,,
1,"9,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,8,14,46860-4,51.49,,855,46860,1,,,
2,"22,000",,2006,2021,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,8,17,46860-16,83.4114,,305,46860,4,21.10.11,O,0
3,"10,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,8,18,46860-4,51.95,,855,46860,1,,,
4,"16,948",,2020,2021,밀재로,01532,00000,46860,00,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,8,24,46860-37,59.9105,,1193,46860,10,21.10.25,O,0
0,"15,500",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,3,46860-4,59.64,,855,46860,6,,,
1,"18,000",,2014,2021,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,9,8,46860-26,65.0039,,863,46860,9,,,0
2,"10,000",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,15,46860-4,51.49,,855,46860,12,,,
3,"7,985",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,9,16,46860-1,71.54,,306,46860,9,,,
4,"10,500",,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,27,46860-4,51.95,,855,46860,5,,,
5,"16,948",,2020,2021,밀재로,01532,00000,46860,00,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,9,3,46860-37,59.9105,,1193,46860,8,21.10.25,O,0
0,"22,000",,2006,2021,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,10,14,46860-16,83.4114,,305,46860,4,,,0
1,"11,000",,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,10,22,46860-1,84.5,,306,46860,11,,,
0,"11,000",중개거래,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,1,46860-4,51.49,전남 함평군,855,46860,6,,,
1,"13,200",중개거래,2002,2021,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,11,18,46860-4,59.64,전남 함평군,855,46860,6,,,
2,"21,000",직거래,2012,2021,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,11,24,46860-22,84.9561,,862,46860,5,,,0
0,"8,400",중개거래,1991,2021,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,12,2,46860-1,63.62,전남 함평군,306,46860,11,22.02.04,O,
0,"8,950",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,1,4,46860-1,71.54,,306,46860,9,,,
1,"8,000",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,1,5,46860-1,63.62,전남 함평군,306,46860,7,,,
2,"13,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,5,46860-4,59.64,,855,46860,12,22.01.19,O,
3,"13,200",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,11,46860-4,59.64,전남 함평군,855,46860,11,,,
4,"13,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,11,46860-4,59.64,,855,46860,12,,,
5,"9,100",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,1,22,46860-1,71.54,전남 함평군,306,46860,10,,,
0,"8,400",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,2,4,46860-1,63.62,전남 함평군,306,46860,11,,,
1,"5,500",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,2,7,46860-1,63.62,,306,46860,1,,,
2,"16,800",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,8,46860-16,70.7832,,305,46860,7,,,0
3,"6,900",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,2,11,46860-1,71.54,전남 함평군,306,46860,7,,,
4,"14,700",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,11,46860-4,59.64,,855,46860,5,,,
5,"9,600",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,12,46860-4,51.49,전남 함평군,855,46860,11,,,
6,"22,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,17,46860-16,83.4114,,305,46860,5,,,0
7,"16,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,2,28,46860-16,70.7832,,305,46860,4,,,0
8,"5,000",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,2,14,46860-2,59.4,,936-4,46860,1,,,0
9,"6,500",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,2,18,46860-2,59.4,,936-4,46860,8,,,0
0,"17,500",중개거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,3,2,46860-26,68.3386,전남 함평군,863,46860,3,,,0
1,"14,300",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,3,46860-4,59.64,,855,46860,10,,,
2,"6,000",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,21,46860-1,71.54,,306,46860,10,,,
3,"8,000",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,21,46860-1,63.62,,306,46860,5,,,
4,"13,400",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,3,25,46860-4,59.64,,855,46860,8,,,
0,"8,000",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,1,46860-1,71.54,,306,46860,2,,,
1,"15,000",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,4,1,46860-26,65.0039,,863,46860,3,,,0
2,"22,500",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,4,14,46860-16,83.4114,,305,46860,7,,,0
3,"10,300",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,15,46860-1,84.5,전남 함평군,306,46860,7,,,
4,"9,200",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,4,25,46860-4,51.49,,855,46860,15,,,
5,"8,500",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,28,46860-1,71.54,전남 함평군,306,46860,7,,,
6,"8,000",중개거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,4,29,46860-1,71.54,전남 함평군,306,46860,3,,,
0,"15,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,5,9,46860-16,70.7832,,305,46860,7,,,0
1,"17,800",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,5,9,46860-26,68.3386,,863,46860,9,,,0
2,"13,900",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,10,46860-4,59.64,,855,46860,7,,,
3,"11,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,17,46860-4,51.95,,855,46860,11,,,
4,"10,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,5,25,46860-4,51.95,,855,46860,10,,,
0,"19,500",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,6,14,46860-16,83.4114,,305,46860,5,,,0
1,"14,200",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,6,17,46860-4,59.64,전남 함평군,855,46860,1,,,
0,"13,000",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,14,46860-4,59.64,,855,46860,9,,,
1,"9,400",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,16,46860-4,51.49,전남 함평군,855,46860,1,,,
2,"9,300",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,7,17,46860-4,51.95,전남 함평군,855,46860,7,,,
0,"19,700",중개거래,2012,2022,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,8,8,46860-22,84.9561,전남 함평군,862,46860,9,,,0
1,"17,050",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,17,46860-26,65.0039,,863,46860,2,,,0
2,"18,100",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,8,20,46860-26,65.0039,,863,46860,12,,,0
3,"19,000",중개거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,8,22,46860-16,83.4114,전남 함평군,305,46860,12,,,0
4,"16,948",직거래,2020,2022,밀재로,01532,00000,46860,00,3297005,월야면 월야리,1193,0000,46860,38025,1,休(휴)Palasce,8,19,46860-37,59.9105,,1193,46860,5,,,0
0,"10,500",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,5,46860-4,51.95,,855,46860,9,,,
1,"17,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,9,5,46860-16,70.7832,,305,46860,10,,,0
2,"9,500",중개거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,16,46860-4,51.49,전남 함평군,855,46860,5,,,
3,"15,000",직거래,2002,2022,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,9,16,46860-4,59.64,,855,46860,15,,,
4,"6,500",직거래,1991,2022,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,9,21,46860-1,71.54,,306,46860,8,,,
0,"16,000",직거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,10,25,46860-26,65.0039,,863,46860,1,,,0
1,"6,500",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,5,46860-2,59.96,,936-4,46860,5,,,0
2,"8,700",직거래,1993,2022,해삼로,00302,00000,46860,01,3297021,해보면 용산리,0936,0004,46860,37023,1,영진,10,12,46860-2,84.3,,936-4,46860,1,,,0
0,"23,600",직거래,2022,2022,영수길,00316,00012,46860,00,4691212,함평읍 기각리,0379,0010,46860,25022,1,함평신도시한국아델리움더퍼스트,11,21,46860-45,74.998,,379-10,46860,12,22.11.22,O,0
1,"15,000",중개거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,11,18,46860-16,70.7832,전남 함평군,305,46860,5,,,0
0,"20,000",직거래,2006,2022,내대화길,00112,00011,46860,01,4691044,함평읍 내교리,0305,0000,46860,25023,1,거송라뷔랑,12,2,46860-16,83.4114,,305,46860,1,,,0
1,"16,300",중개거래,2014,2022,교광길,00033,00000,46860,01,4691019,함평읍 내교리,0863,0000,46860,25023,1,남산미르채,12,19,46860-26,65.0039,전남 함평군,863,46860,12,,,0
0,"10,000",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,1,11,46860-4,51.49,,855,46860,5,,,
0,"13,700",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,1,46860-4,59.64,,855,46860,14,,,
1,"9,800",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,6,46860-4,51.49,,855,46860,13,,,
2,"14,800",직거래,2002,2023,교광길,00013,00008,46860,00,4691019,함평읍 내교리,0855,0000,46860,25023,1,내교주공,2,6,46860-4,59.64,,855,46860,6,,,
3,"20,000",직거래,2012,2023,교광길,00013,00003,46860,01,4691019,함평읍 내교리,0862,0000,46860,25023,1,남산미르채아파트101동,2,27,46860-22,84.9561,,862,46860,3,,,0
0,"10,000",중개거래,1991,2023,내대화길,00112,00012,46860,00,4691044,함평읍 내교리,0306,0000,46860,25023,1,동광,3,22,46860-1,84.5,전남 함평군,306,46860,7,,,
